IssueID,LPO_Number,ItemCode,IssueDate,IssuedTo,IssuedToID,IssuedBy,IssuedQuantity,UnitCost,TotalCost,IssueType,TransportMode,DeliveryStatus,WaybillNo,Remarks,Department,RequestID,BatchNo,ExpiryDate,StorageCondition,QualityCheck,IssuedFromWarehouse
ISS-002693,LPO-001566,MED-ISS-2088,2025-10-15,Government Agency,REC-2515,Rodney Acosta,77,477.49,36766.73,Return,Air,Partially Delivered,WB-98590,Temperature Sensitive,Surgery,REQ-1619,BATCH-70293,2026-03-24,Cold Chain,Failed,Main Warehouse
ISS-002694,LPO-006815,MED-ISS-5691,2025-01-31,Government Agency,REC-8036,Ryan Garcia,63,430.2,27102.6,Regular,Road,Delivered,WB-90595,Controlled Substance,Laboratory,REQ-7596,BATCH-48949,2026-01-23,Cold Chain,Pending,Dispatch Center
ISS-002695,LPO-004880,MED-ISS-5021,2025-01-05,Pharmacy,REC-5195,Samuel Gomez,12,178.61,2143.32,Regular,Road,Pending,WB-43506,Temperature Sensitive,ER,REQ-5625,BATCH-60686,2025-05-27,Room Temperature,Conditional,Dispatch Center
ISS-002696,LPO-002409,MED-ISS-8761,2025-11-09,Clinic,REC-6140,Mary Murphy,38,98.8,3754.4,Donation,Road,Delivered,WB-90877,Fragile,Maternity,REQ-1996,BATCH-96488,2026-06-29,Frozen,Passed,Main Warehouse
ISS-002697,LPO-005516,MED-ISS-9745,2025-08-16,Hospital,REC-9561,David Davis,79,87.38,6903.02,Donation,Courier,Pending,WB-78125,Controlled Substance,ER,REQ-1520,BATCH-59931,2026-05-26,Cold Chain,Conditional,Satellite Store
ISS-002698,LPO-006454,MED-ISS-4893,2025-03-21,NGO,REC-5077,Samantha Harmon,61,310.12,18917.32,Donation,Courier,Pending,WB-98249,Fragile,ER,REQ-5422,BATCH-37890,2025-10-19,Refrigerated,Conditional,Satellite Store
ISS-002699,LPO-004272,MED-ISS-5677,2025-08-20,Pharmacy,REC-5872,Andrea Juarez,72,89.5,6444.0,Donation,Courier,Partially Delivered,WB-67459,Temperature Sensitive,Maternity,REQ-9904,BATCH-33664,2026-08-20,Refrigerated,Failed,Dispatch Center
ISS-002700,LPO-001265,MED-ISS-9206,2025-10-30,Pharmacy,REC-7576,Jacob Brown,66,384.05,25347.3,Return,Air,Partially Delivered,WB-15569,Fragile,ICU,REQ-6320,BATCH-26663,2026-09-30,Refrigerated,Pending,Satellite Store
ISS-002701,LPO-000752,MED-ISS-4563,2025-11-05,Government Agency,REC-2074,Michael Ingram,79,170.2,13445.8,Loan,Sea,Partially Delivered,WB-80747,Temperature Sensitive,ER,REQ-4768,BATCH-71089,2026-01-10,Cold Chain,Conditional,Dispatch Center
ISS-002702,LPO-003512,MED-ISS-3397,2025-12-25,Hospital,REC-8155,Sarah Bradford,97,6.64,644.08,Return,Courier,Partially Delivered,WB-90769,Urgent,Maternity,REQ-2820,BATCH-32207,2026-11-28,Cold Chain,Passed,Main Warehouse
ISS-002703,LPO-000137,MED-EQU-5318,2025-06-25,Clinic,REC-5973,Bruce Jackson,14,430.2,6022.8,Loan,Sea,Delivered,WB-60392,Urgent,Pediatrics,REQ-8171,BATCH-70322,2026-01-06,Cold Chain,Pending,Cold Storage
ISS-002704,LPO-005533,MED-ISS-8081,2025-11-16,Pharmacy,REC-9214,Alexis Powell,32,416.67,13333.44,Loan,Sea,In Transit,WB-58902,,Pediatrics,REQ-7966,BATCH-82256,2026-02-02,Refrigerated,Passed,Main Warehouse
ISS-002705,LPO-005306,MED-ISS-5679,2025-02-03,Pharmacy,REC-1851,David Ferguson,86,320.05,27524.3,Return,Courier,In Transit,WB-26643,Urgent,ICU,REQ-1766,BATCH-86073,2025-09-16,Frozen,Pending,Main Warehouse
ISS-002706,LPO-006174,MED-ISS-5115,2025-06-01,Clinic,REC-2440,Heather Reeves,11,61.34,674.74,Return,Road,Partially Delivered,WB-62857,Temperature Sensitive,ER,REQ-4685,BATCH-46749,2026-01-20,Cold Chain,Failed,Satellite Store
ISS-002707,LPO-005074,MED-ISS-6309,2025-03-21,Clinic,REC-1617,Brianna Mendez,91,494.63,45011.33,Emergency,Air,Delivered,WB-82175,Fragile,Surgery,REQ-6550,BATCH-53267,2025-05-30,Room Temperature,Pending,Dispatch Center
ISS-002708,LPO-001214,MED-ISS-3193,2025-09-10,NGO,REC-7294,Lawrence Valentine,95,445.26,42299.7,Return,Sea,Pending,WB-59526,Fragile,OPD,REQ-9673,BATCH-96445,2026-08-06,Frozen,Passed,Cold Storage
ISS-002709,LPO-006733,MED-ISS-2779,2025-12-25,Pharmacy,REC-7273,Theresa Harper,89,478.86,42618.54,Emergency,Air,In Transit,WB-55375,,OPD,REQ-5272,BATCH-83606,2026-06-18,Cold Chain,Conditional,Dispatch Center
ISS-002710,LPO-000300,MED-EQU-4107,2025-03-07,Government Agency,REC-2866,Nicole Matthews,80,96.96,7756.8,Regular,Sea,Delivered,WB-46639,,ICU,REQ-6818,BATCH-74034,2025-05-01,Frozen,Pending,Main Warehouse
ISS-002711,LPO-003468,MED-ISS-1575,2025-06-25,Pharmacy,REC-6050,Nichole Cowan,31,147.68,4578.08,Emergency,Road,Pending,WB-95584,Urgent,Maternity,REQ-8017,BATCH-86305,2025-08-29,Frozen,Passed,Cold Storage
ISS-002712,LPO-005437,MED-ISS-9740,2025-12-23,Pharmacy,REC-8849,Darlene King,71,244.38,17350.98,Regular,Air,In Transit,WB-51024,Temperature Sensitive,Surgery,REQ-1307,BATCH-88064,2026-05-19,Room Temperature,Failed,Dispatch Center
ISS-002713,LPO-004093,MED-ISS-5097,2025-08-31,NGO,REC-7549,Ronald Meadows,25,282.06,7051.5,Loan,Air,Pending,WB-11246,Fragile,Maternity,REQ-7456,BATCH-50006,2025-10-10,Frozen,Failed,Dispatch Center
ISS-002714,LPO-005036,MED-ISS-7394,2025-02-18,Hospital,REC-4794,Linda Le,12,430.43,5165.16,Loan,Road,Partially Delivered,WB-75847,Temperature Sensitive,Laboratory,REQ-4879,BATCH-50247,2025-09-16,Cold Chain,Passed,Dispatch Center
ISS-002715,LPO-005849,MED-ISS-6757,2025-05-15,Hospital,REC-2679,Casey Hernandez,72,283.66,20423.52,Donation,Road,Partially Delivered,WB-86801,Temperature Sensitive,Maternity,REQ-5161,BATCH-53926,2025-11-16,Frozen,Failed,Main Warehouse
ISS-002716,LPO-006590,MED-ISS-2129,2025-11-12,Pharmacy,REC-9464,Brittney Porter,2,138.65,277.3,Loan,Sea,In Transit,WB-87151,Urgent,Maternity,REQ-7635,BATCH-12723,2026-03-19,Cold Chain,Passed,Cold Storage
ISS-002717,LPO-006334,MED-ISS-5429,2025-08-11,Clinic,REC-3020,Michael Williamson,66,103.71,6844.86,Regular,Air,Delivered,WB-16932,Urgent,ICU,REQ-7401,BATCH-82247,2026-05-31,Cold Chain,Pending,Main Warehouse
ISS-002718,LPO-005840,MED-ISS-7042,2025-06-19,Government Agency,REC-3653,Brittney Rojas,73,421.62,30778.26,Loan,Courier,Delivered,WB-96340,Controlled Substance,Maternity,REQ-4859,BATCH-26167,2025-11-29,Refrigerated,Passed,Dispatch Center
ISS-002719,LPO-005453,MED-ISS-7683,2025-04-13,Hospital,REC-1474,Jason Ford,54,17.37,937.98,Donation,Road,Partially Delivered,WB-16827,,Maternity,REQ-9841,BATCH-51194,2026-01-14,Cold Chain,Conditional,Main Warehouse
ISS-002720,LPO-000031,MED-ANT-1303,2025-04-11,Pharmacy,REC-6069,Jeremy Stokes,7,456.84,3197.88,Regular,Sea,Pending,WB-22989,,Surgery,REQ-9936,BATCH-10443,2025-05-12,Frozen,Pending,Dispatch Center
ISS-002721,LPO-004206,MED-ISS-2629,2025-07-17,NGO,REC-2628,Alexandra Davis,89,388.9,34612.1,Return,Courier,Partially Delivered,WB-46442,,Maternity,REQ-3258,BATCH-85302,2025-12-02,Room Temperature,Conditional,Main Warehouse
ISS-002722,LPO-006075,MED-ISS-1326,2025-03-17,NGO,REC-6452,Kevin Hill,3,19.51,58.53,Emergency,Sea,Partially Delivered,WB-44307,,Maternity,REQ-7546,BATCH-34123,2026-01-20,Frozen,Pending,Main Warehouse
ISS-002723,LPO-000293,MED-ANL-9353,2025-08-24,Hospital,REC-4587,Douglas Houston,32,291.9,9340.8,Emergency,Sea,Delivered,WB-38650,Urgent,Pediatrics,REQ-5392,BATCH-64717,2026-08-19,Frozen,Passed,Main Warehouse
ISS-002724,LPO-003763,MED-ISS-2051,2025-01-15,Government Agency,REC-5411,Christine Koch,2,445.42,890.84,Loan,Sea,Pending,WB-85121,,ER,REQ-8656,BATCH-97065,2025-08-10,Room Temperature,Passed,Main Warehouse
ISS-002725,LPO-005850,MED-ISS-7064,2025-10-29,Pharmacy,REC-2285,Desiree Smith,9,473.56,4262.04,Donation,Courier,Delivered,WB-75036,,OPD,REQ-3014,BATCH-55302,2026-03-14,Room Temperature,Passed,Main Warehouse
ISS-002726,LPO-005761,MED-ISS-8023,2024-12-28,Hospital,REC-8009,Courtney Walsh,17,112.93,1919.81,Regular,Courier,Pending,WB-35771,,Laboratory,REQ-1759,BATCH-52851,2025-07-25,Room Temperature,Passed,Satellite Store
ISS-002727,LPO-000621,MED-ISS-5516,2025-09-10,Clinic,REC-8400,Carol Rodriguez,4,107.01,428.04,Regular,Courier,Delivered,WB-78125,Urgent,Pediatrics,REQ-5950,BATCH-56504,2026-06-28,Frozen,Pending,Main Warehouse
ISS-002728,LPO-005337,MED-ISS-6090,2025-10-01,Pharmacy,REC-6509,Kerri Kelly,85,464.92,39518.2,Return,Courier,Delivered,WB-33065,Temperature Sensitive,ER,REQ-9412,BATCH-76392,2026-05-22,Room Temperature,Passed,Cold Storage
ISS-002729,LPO-005534,MED-ISS-8788,2025-11-22,Clinic,REC-1715,Tony Baker,94,33.83,3180.02,Emergency,Road,Partially Delivered,WB-53087,Temperature Sensitive,Pediatrics,REQ-9449,BATCH-48520,2026-09-24,Frozen,Passed,Main Warehouse
ISS-002730,LPO-000788,MED-ISS-4618,2025-07-25,Pharmacy,REC-5573,Amanda Ferrell,99,471.54,46682.46,Emergency,Air,Partially Delivered,WB-40488,Fragile,Pediatrics,REQ-2208,BATCH-73724,2026-03-18,Cold Chain,Pending,Cold Storage
ISS-002731,LPO-003854,MED-ISS-3799,2025-03-28,Hospital,REC-3969,Derek Hammond,46,412.45,18972.7,Loan,Courier,Partially Delivered,WB-64368,,Surgery,REQ-5746,BATCH-15904,2025-09-22,Frozen,Failed,Satellite Store
ISS-002732,LPO-006670,MED-ISS-7134,2025-07-07,Government Agency,REC-7574,Carol Clark,80,98.47,7877.6,Donation,Air,Pending,WB-14003,Temperature Sensitive,Surgery,REQ-3265,BATCH-55072,2026-05-02,Frozen,Passed,Dispatch Center
ISS-002733,LPO-002861,MED-ISS-8410,2025-12-11,Hospital,REC-8184,Eric Ramirez,73,499.22,36443.06,Loan,Air,Partially Delivered,WB-85447,Urgent,ICU,REQ-1943,BATCH-14238,2026-08-28,Cold Chain,Pending,Satellite Store
ISS-002734,LPO-005618,MED-ISS-9521,2025-10-02,Government Agency,REC-9501,Tracey Ramirez DVM,44,138.25,6083.0,Regular,Road,Partially Delivered,WB-94661,,Laboratory,REQ-3215,BATCH-20014,2026-06-29,Cold Chain,Conditional,Satellite Store
ISS-002735,LPO-005149,MED-ISS-3814,2025-01-15,NGO,REC-1300,Tanner Ramos,95,227.5,21612.5,Return,Air,Partially Delivered,WB-89616,Urgent,ER,REQ-7687,BATCH-80189,2026-01-02,Frozen,Failed,Cold Storage
ISS-002736,LPO-000515,MED-ISS-4553,2025-11-05,Hospital,REC-7024,Morgan Walls,70,454.96,31847.2,Regular,Sea,Partially Delivered,WB-77715,Controlled Substance,Pediatrics,REQ-8598,BATCH-49265,2026-01-21,Refrigerated,Passed,Main Warehouse
ISS-002737,LPO-000146,MED-EQU-7554,2025-11-09,Pharmacy,REC-5638,Eric Richardson,1,221.06,221.06,Loan,Courier,Pending,WB-32741,Fragile,ER,REQ-7413,BATCH-60430,2026-04-21,Room Temperature,Passed,Main Warehouse
ISS-002738,LPO-006511,MED-ISS-2402,2025-01-13,Clinic,REC-8209,Tina Stark,36,196.16,7061.76,Loan,Air,Delivered,WB-93172,Urgent,OPD,REQ-8680,BATCH-76221,2025-08-14,Refrigerated,Passed,Satellite Store
ISS-002739,LPO-001575,MED-ISS-7830,2025-04-03,Pharmacy,REC-3361,Joshua Kennedy,76,484.38,36812.88,Loan,Road,In Transit,WB-26471,Controlled Substance,OPD,REQ-6335,BATCH-39118,2025-05-12,Cold Chain,Passed,Cold Storage
ISS-002740,LPO-004928,MED-ISS-2736,2025-01-12,Clinic,REC-1213,Nicholas Skinner,53,34.9,1849.7,Return,Sea,Pending,WB-71214,Controlled Substance,Laboratory,REQ-5109,BATCH-15906,2025-05-25,Frozen,Failed,Dispatch Center
ISS-002741,LPO-007058,MED-ISS-7416,2025-12-17,Government Agency,REC-5961,Katherine Garcia,95,200.81,19076.95,Donation,Air,Partially Delivered,WB-73558,Fragile,OPD,REQ-5473,BATCH-41471,2026-01-20,Cold Chain,Pending,Dispatch Center
ISS-002742,LPO-005159,MED-ISS-3129,2025-11-13,NGO,REC-6997,Hannah Watkins,27,466.19,12587.13,Return,Sea,Pending,WB-99232,Fragile,Pediatrics,REQ-2056,BATCH-87250,2026-07-02,Frozen,Pending,Main Warehouse
ISS-002743,LPO-006484,MED-ISS-4780,2025-07-31,NGO,REC-4156,Jeff Wilson,75,2.65,198.75,Return,Road,In Transit,WB-62414,,ICU,REQ-7912,BATCH-97974,2026-04-02,Refrigerated,Conditional,Cold Storage
ISS-002744,LPO-002505,MED-ISS-4976,2025-01-16,Government Agency,REC-1760,Edward Silva,58,156.42,9072.36,Loan,Sea,Pending,WB-86842,Urgent,ICU,REQ-6108,BATCH-24685,2025-07-27,Room Temperature,Passed,Dispatch Center
ISS-002745,LPO-001514,MED-ISS-1049,2025-02-07,Pharmacy,REC-2898,Breanna Black,2,491.41,982.82,Loan,Road,In Transit,WB-60380,,Maternity,REQ-4644,BATCH-94521,2025-06-26,Room Temperature,Failed,Cold Storage
ISS-002746,LPO-005105,MED-ISS-9207,2025-10-23,Clinic,REC-5205,Megan Crosby,40,479.98,19199.2,Regular,Courier,In Transit,WB-54580,Temperature Sensitive,ICU,REQ-1780,BATCH-57308,2026-07-10,Refrigerated,Conditional,Cold Storage
ISS-002747,LPO-006478,MED-ISS-4762,2025-03-17,Hospital,REC-2269,Lisa Parks,40,165.23,6609.2,Return,Air,Partially Delivered,WB-28659,Controlled Substance,ICU,REQ-9835,BATCH-92554,2025-12-20,Cold Chain,Failed,Dispatch Center
ISS-002748,LPO-003624,MED-ISS-1213,2025-07-11,Pharmacy,REC-4925,Wesley Salinas,98,58.06,5689.88,Regular,Air,Delivered,WB-40802,Temperature Sensitive,Laboratory,REQ-7344,BATCH-22629,2025-12-16,Frozen,Failed,Main Warehouse
ISS-002749,LPO-006864,MED-ISS-9462,2025-06-06,Clinic,REC-3204,Michael Solomon,12,448.7,5384.4,Donation,Courier,Delivered,WB-66757,Urgent,Maternity,REQ-5101,BATCH-38376,2025-10-07,Room Temperature,Conditional,Satellite Store
ISS-002750,LPO-006335,MED-ISS-1987,2025-06-06,NGO,REC-6836,James Stout,77,138.83,10689.91,Return,Sea,Pending,WB-68082,Fragile,Laboratory,REQ-6025,BATCH-47167,2026-04-14,Frozen,Pending,Dispatch Center
ISS-002751,LPO-006759,MED-ISS-2000,2025-11-17,NGO,REC-3762,Chase Carpenter,15,282.99,4244.85,Regular,Road,Pending,WB-38269,,Pediatrics,REQ-1099,BATCH-48408,2026-07-26,Room Temperature,Failed,Main Warehouse
ISS-002752,LPO-007019,MED-ISS-3959,2025-06-07,NGO,REC-5935,Brittany Evans,76,244.19,18558.44,Emergency,Air,Delivered,WB-21189,,Laboratory,REQ-8034,BATCH-93084,2025-09-05,Room Temperature,Failed,Dispatch Center
ISS-002753,LPO-005206,MED-ISS-1290,2025-06-01,Clinic,REC-4917,Amber Garner,16,201.24,3219.84,Loan,Sea,Partially Delivered,WB-78210,Fragile,Laboratory,REQ-4276,BATCH-93766,2025-07-04,Frozen,Passed,Main Warehouse
ISS-002754,LPO-003948,MED-ISS-8990,2025-08-03,NGO,REC-5782,Tonya Wilson,4,177.17,708.68,Loan,Sea,Pending,WB-35813,Urgent,OPD,REQ-9981,BATCH-55844,2025-11-03,Room Temperature,Failed,Cold Storage
ISS-002755,LPO-005581,MED-ISS-1619,2025-09-08,Pharmacy,REC-6446,Dr. Mary Gray DDS,74,318.69,23583.06,Loan,Air,In Transit,WB-75884,Urgent,Laboratory,REQ-1978,BATCH-18420,2026-02-08,Refrigerated,Failed,Main Warehouse
ISS-002756,LPO-006237,MED-ISS-7889,2025-11-04,Pharmacy,REC-4440,Meghan Morse,86,228.08,19614.88,Donation,Courier,Partially Delivered,WB-72890,Fragile,OPD,REQ-2200,BATCH-81305,2026-03-13,Cold Chain,Passed,Satellite Store
ISS-002757,LPO-004046,MED-ISS-1515,2025-01-26,NGO,REC-3354,James Anderson,17,306.59,5212.03,Return,Air,Delivered,WB-11204,,Maternity,REQ-9907,BATCH-52376,2025-06-25,Room Temperature,Passed,Satellite Store
ISS-002758,LPO-004637,MED-ISS-4484,2025-03-08,Hospital,REC-6936,Caleb Walsh,100,478.53,47853.0,Emergency,Air,Delivered,WB-19871,Controlled Substance,Maternity,REQ-9883,BATCH-53383,2025-09-05,Frozen,Failed,Dispatch Center
ISS-002759,LPO-004006,MED-ISS-3324,2025-06-11,Government Agency,REC-5592,Joe Wallace,27,449.51,12136.77,Loan,Sea,Pending,WB-19115,,Laboratory,REQ-5257,BATCH-94316,2025-09-23,Room Temperature,Passed,Main Warehouse
ISS-002760,LPO-003613,MED-ISS-1305,2025-11-17,Clinic,REC-6843,Christopher Andrade,91,494.65,45013.15,Return,Sea,Delivered,WB-17422,Controlled Substance,ER,REQ-5869,BATCH-23885,2026-03-11,Cold Chain,Failed,Satellite Store
ISS-002761,LPO-005051,MED-ISS-8422,2025-03-29,Hospital,REC-1208,Matthew Perez,93,169.8,15791.4,Emergency,Sea,Delivered,WB-86941,Fragile,ER,REQ-3764,BATCH-36587,2026-03-24,Cold Chain,Passed,Dispatch Center
ISS-002762,LPO-006655,MED-ISS-6373,2025-11-02,Hospital,REC-7330,Edward Alvarado,87,386.19,33598.53,Return,Air,Partially Delivered,WB-27734,Fragile,OPD,REQ-3753,BATCH-61083,2026-06-15,Refrigerated,Pending,Satellite Store
ISS-002763,LPO-005720,MED-ISS-9459,2025-02-01,Clinic,REC-6047,Todd Harris,3,493.82,1481.46,Emergency,Sea,Partially Delivered,WB-70757,Fragile,Maternity,REQ-9389,BATCH-35792,2025-03-05,Refrigerated,Pending,Main Warehouse
ISS-002764,LPO-006554,MED-ISS-4288,2025-02-01,NGO,REC-3203,Patrick Hill,99,207.69,20561.31,Emergency,Air,In Transit,WB-30719,Controlled Substance,Maternity,REQ-3359,BATCH-26111,2025-06-29,Room Temperature,Passed,Satellite Store
ISS-002765,LPO-006489,MED-ISS-1076,2025-05-01,Hospital,REC-1548,Gregory Clements,8,198.96,1591.68,Donation,Road,Delivered,WB-44902,Fragile,Maternity,REQ-6969,BATCH-75765,2025-07-10,Cold Chain,Conditional,Satellite Store
ISS-002766,LPO-006000,MED-ISS-1890,2025-01-20,NGO,REC-1076,John Stanley,14,297.85,4169.9,Loan,Sea,Pending,WB-81069,Fragile,Surgery,REQ-7973,BATCH-75919,2025-03-13,Frozen,Passed,Dispatch Center
ISS-002767,LPO-001111,MED-ISS-2882,2025-09-04,Hospital,REC-7817,Vincent Gregory,52,163.5,8502.0,Loan,Air,Partially Delivered,WB-57422,Fragile,Surgery,REQ-8706,BATCH-52711,2026-05-11,Room Temperature,Pending,Main Warehouse
ISS-002768,LPO-005282,MED-ISS-1038,2025-10-17,Clinic,REC-5822,Erin Jones,31,368.15,11412.65,Return,Air,Delivered,WB-11924,Temperature Sensitive,ER,REQ-2419,BATCH-72139,2026-08-05,Cold Chain,Failed,Cold Storage
ISS-002769,LPO-003634,MED-ISS-3912,2025-01-04,Government Agency,REC-4598,Francis Walker,81,429.48,34787.88,Loan,Sea,Pending,WB-87327,Fragile,Surgery,REQ-6410,BATCH-38354,2025-03-12,Frozen,Pending,Cold Storage
ISS-002770,LPO-007042,MED-ISS-1812,2025-03-30,NGO,REC-3673,Anna Anderson,77,480.06,36964.62,Emergency,Courier,Delivered,WB-78356,,ER,REQ-3301,BATCH-34906,2026-02-22,Room Temperature,Passed,Satellite Store
ISS-002771,LPO-006086,MED-ISS-7362,2025-02-15,Pharmacy,REC-7898,Isabella James MD,46,180.74,8314.04,Return,Road,Delivered,WB-10676,Temperature Sensitive,Surgery,REQ-3182,BATCH-51487,2026-01-03,Frozen,Failed,Cold Storage
ISS-002772,LPO-006894,MED-ISS-3018,2025-02-08,Hospital,REC-7297,Samantha Harper,84,77.18,6483.12,Emergency,Courier,Pending,WB-59779,Fragile,Surgery,REQ-7769,BATCH-70694,2025-12-06,Refrigerated,Failed,Main Warehouse
ISS-002773,LPO-006553,MED-ISS-3168,2025-11-04,Pharmacy,REC-7709,Jason Brewer,47,278.3,13080.1,Regular,Road,Delivered,WB-22513,,ICU,REQ-9608,BATCH-84764,2026-06-03,Refrigerated,Failed,Main Warehouse
ISS-002774,LPO-006512,MED-ISS-2229,2025-10-11,Clinic,REC-6267,Crystal Lee,90,370.7,33363.0,Regular,Road,Partially Delivered,WB-41587,Fragile,Maternity,REQ-3868,BATCH-60029,2026-01-02,Refrigerated,Conditional,Dispatch Center
ISS-002775,LPO-003047,MED-ISS-2533,2025-05-19,NGO,REC-2149,Kevin Holland,20,294.39,5887.8,Emergency,Road,In Transit,WB-68767,Fragile,ER,REQ-8590,BATCH-55394,2025-10-14,Frozen,Pending,Satellite Store
ISS-002776,LPO-006432,MED-ISS-2291,2025-06-04,NGO,REC-6551,Kurt Martinez,56,335.96,18813.76,Donation,Air,Partially Delivered,WB-47348,Fragile,Pediatrics,REQ-8134,BATCH-18089,2025-07-14,Frozen,Pending,Satellite Store
ISS-002777,LPO-005498,MED-ISS-8467,2025-08-18,Pharmacy,REC-2742,Donald Ramos,83,410.15,34042.45,Return,Air,Partially Delivered,WB-69935,Temperature Sensitive,Laboratory,REQ-8469,BATCH-98797,2026-07-12,Room Temperature,Pending,Satellite Store
ISS-002778,LPO-005698,MED-ISS-1147,2025-12-02,Pharmacy,REC-1143,Kristin Green,7,8.41,58.87,Return,Air,In Transit,WB-24691,,ICU,REQ-5787,BATCH-30718,2026-01-23,Cold Chain,Passed,Dispatch Center
ISS-002779,LPO-005037,MED-ISS-4941,2025-09-25,Clinic,REC-2342,Janet Sullivan,6,55.08,330.48,Emergency,Sea,Partially Delivered,WB-53710,Temperature Sensitive,ER,REQ-8459,BATCH-75064,2025-11-01,Cold Chain,Failed,Cold Storage
ISS-002780,LPO-005748,MED-ISS-9924,2025-09-16,Government Agency,REC-8147,William Ryan,67,447.57,29987.19,Emergency,Sea,Partially Delivered,WB-77263,,ER,REQ-7387,BATCH-12786,2026-01-07,Refrigerated,Pending,Main Warehouse
ISS-002781,LPO-006729,MED-ISS-8828,2025-02-09,Hospital,REC-4372,Jennifer Howard,55,169.69,9332.95,Emergency,Road,Delivered,WB-66035,Urgent,Laboratory,REQ-8664,BATCH-86152,2025-07-27,Frozen,Pending,Main Warehouse
ISS-002782,LPO-006701,MED-ISS-1963,2025-07-03,Pharmacy,REC-8133,Benjamin Cantrell,87,160.87,13995.69,Loan,Courier,Delivered,WB-29626,Fragile,Pediatrics,REQ-3831,BATCH-77772,2025-12-23,Refrigerated,Failed,Main Warehouse
ISS-002783,LPO-000130,MED-VAC-7250,2025-04-29,Clinic,REC-5826,Rachel Contreras MD,66,84.91,5604.06,Loan,Sea,In Transit,WB-94306,Controlled Substance,Pediatrics,REQ-5373,BATCH-29391,2025-09-27,Room Temperature,Pending,Satellite Store
ISS-002784,LPO-006250,MED-ISS-9800,2025-06-16,Clinic,REC-7256,Lisa Koch,9,430.24,3872.16,Regular,Sea,Delivered,WB-51631,Urgent,OPD,REQ-1191,BATCH-53748,2025-08-22,Room Temperature,Pending,Cold Storage
ISS-002785,LPO-000884,MED-ISS-4815,2025-11-17,Clinic,REC-5418,Darrell Warren,82,275.81,22616.42,Emergency,Road,Partially Delivered,WB-82385,Temperature Sensitive,Maternity,REQ-6195,BATCH-49552,2026-02-22,Room Temperature,Failed,Dispatch Center
ISS-002786,LPO-002198,MED-ISS-3015,2025-12-02,Hospital,REC-7319,Megan Bishop,36,436.57,15716.52,Regular,Sea,Partially Delivered,WB-76539,Controlled Substance,ICU,REQ-4930,BATCH-39416,2026-09-27,Room Temperature,Passed,Dispatch Center
ISS-002787,LPO-005789,MED-ISS-7655,2025-09-28,Hospital,REC-3526,Carlos Burke,70,282.28,19759.6,Regular,Sea,Partially Delivered,WB-90966,Temperature Sensitive,OPD,REQ-2968,BATCH-74134,2026-08-24,Room Temperature,Pending,Cold Storage
ISS-002788,LPO-007088,MED-ISS-6807,2025-07-09,Hospital,REC-3728,Alexis Mills,93,317.8,29555.4,Emergency,Air,Delivered,WB-42110,Fragile,Laboratory,REQ-2283,BATCH-20703,2026-06-24,Room Temperature,Failed,Cold Storage
ISS-002789,LPO-003525,MED-ISS-9974,2025-07-31,Hospital,REC-8121,Brian West,14,253.27,3545.78,Emergency,Sea,Pending,WB-96918,Urgent,Laboratory,REQ-1351,BATCH-23228,2026-02-20,Frozen,Passed,Cold Storage
ISS-002790,LPO-005202,MED-ISS-2839,2024-12-30,Clinic,REC-5680,Jordan Logan,3,90.21,270.63,Emergency,Courier,Partially Delivered,WB-72601,Fragile,ER,REQ-8135,BATCH-44013,2025-12-02,Room Temperature,Conditional,Satellite Store
ISS-002791,LPO-006876,MED-ISS-7876,2025-03-30,Clinic,REC-3066,Catherine Fisher,48,480.37,23057.76,Donation,Road,Pending,WB-43594,Fragile,Maternity,REQ-3270,BATCH-16308,2025-07-16,Frozen,Pending,Satellite Store
ISS-002792,LPO-000009,MED-EQU-3108,2025-08-14,Hospital,REC-5886,Nicole Gilbert,95,106.53,10120.35,Donation,Air,Pending,WB-67949,Temperature Sensitive,Laboratory,REQ-8586,BATCH-51903,2025-12-11,Refrigerated,Conditional,Main Warehouse
ISS-002793,LPO-003353,MED-ISS-3221,2025-12-04,Government Agency,REC-2819,Brenda Smith,45,11.65,524.25,Donation,Road,Delivered,WB-98266,,Pediatrics,REQ-7743,BATCH-33058,2026-03-10,Refrigerated,Failed,Main Warehouse
ISS-002794,LPO-002351,MED-ISS-2133,2025-06-20,Government Agency,REC-7905,Joshua Martinez,53,350.66,18584.98,Emergency,Courier,In Transit,WB-70839,Temperature Sensitive,Pediatrics,REQ-2714,BATCH-88250,2026-05-12,Frozen,Conditional,Cold Storage
ISS-002795,LPO-002441,MED-ISS-6192,2025-07-10,Pharmacy,REC-4800,Donna Flores,77,234.72,18073.44,Return,Road,Partially Delivered,WB-79973,,Pediatrics,REQ-6973,BATCH-68949,2025-10-13,Refrigerated,Conditional,Cold Storage
ISS-002796,LPO-004125,MED-ISS-7926,2025-11-25,NGO,REC-7224,Kathryn Perez,9,479.53,4315.77,Regular,Air,Pending,WB-97772,Controlled Substance,ICU,REQ-9781,BATCH-83051,2026-01-13,Refrigerated,Pending,Main Warehouse
ISS-002797,LPO-002070,MED-ISS-5605,2025-01-16,Hospital,REC-4093,Alicia Ayers,49,283.45,13889.05,Emergency,Courier,Pending,WB-40737,Temperature Sensitive,OPD,REQ-5614,BATCH-24530,2025-07-12,Refrigerated,Conditional,Cold Storage
